"date","close","volume","open","high","low"
"2017/12/20","76.9000","253.0000","76.9000","76.9000","76.9000"
"2017/12/19","74.4000","0.0000","74.4000","74.4000","74.4000"
"2017/12/18","74.4000","0.0000","74.4000","74.4000","74.4000"
"2017/12/15","74.4000","101.0000","74.4000","74.4000","74.4000"
"2017/12/14","74.4500","500.0000","74.4500","74.4500","74.4500"
"2017/12/13","78.0000","0.0000","78.0000","78.0000","78.0000"
"2017/12/12","78.0000","0.0000","78.0000","78.0000","78.0000"
"2017/12/11","78.0000","0.0000","78.0000","78.0000","78.0000"
"2017/12/08","78.0000","150.0000","78.0000","78.0000","78.0000"
"2017/12/07","80.0000","0.0000","80.0000","80.0000","80.0000"
"2017/12/06","80.0000","0.0000","80.0000","80.0000","80.0000"
"2017/12/05","80.0000","0.0000","80.0000","80.0000","80.0000"
"2017/12/04","80.0000","0.0000","80.0000","80.0000","80.0000"
"2017/12/01","80.0000","0.0000","80.0000","80.0000","80.0000"
"2017/11/30","80.0000","0.0000","80.0000","80.0000","80.0000"
"2017/11/29","80.0000","0.0000","80.0000","80.0000","80.0000"
"2017/11/28","80.0000","0.0000","80.0000","80.0000","80.0000"
"2017/11/27","80.0000","0.0000","80.0000","80.0000","80.0000"
"2017/11/24","80.0000","0.0000","80.0000","80.0000","80.0000"
"2017/11/22","80.0000","199.0000","80.0000","80.0000","80.0000"
"2017/11/21","78.8000","0.0000","78.8000","78.8000","78.8000"
"2017/11/20","78.8000","0.0000","78.8000","78.8000","78.8000"
"2017/11/17","78.8000","0.0000","78.8000","78.8000","78.8000"
"2017/11/16","78.8000","340.0000","78.8000","78.8000","78.8000"
"2017/11/15","80.8500","0.0000","80.8500","80.8500","80.8500"
"2017/11/14","80.8500","300.0000","80.8500","80.8500","80.8500"
"2017/11/13","79.0000","376.0000","79.0000","79.0000","79.0000"
"2017/11/10","78.8500","100.0000","78.8500","78.8500","78.8500"
"2017/11/09","82.4000","0.0000","82.4000","82.4000","82.4000"
"2017/11/08","82.4000","1600.0000","82.4000","82.4000","82.4000"
"2017/11/07","70.0000","0.0000","70.0000","70.0000","70.0000"
"2017/11/06","70.0000","0.0000","70.0000","70.0000","70.0000"
"2017/11/03","70.0000","0.0000","70.0000","70.0000","70.0000"
"2017/11/02","70.0000","0.0000","70.0000","70.0000","70.0000"
"2017/11/01","70.0000","0.0000","70.0000","70.0000","70.0000"
"2017/10/31","70.0000","0.0000","70.0000","70.0000","70.0000"
"2017/10/30","70.0000","0.0000","70.0000","70.0000","70.0000"
"2017/10/27","70.0000","0.0000","70.0000","70.0000","70.0000"
"2017/10/26","70.0000","130.0000","70.0000","70.0000","70.0000"
"2017/10/25","77.0000","0.0000","77.0000","77.0000","77.0000"
"2017/10/24","77.0000","0.0000","77.0000","77.0000","77.0000"
"2017/10/23","77.0000","0.0000","77.0000","77.0000","77.0000"
"2017/10/20","77.0000","0.0000","77.0000","77.0000","77.0000"
"2017/10/19","77.0000","0.0000","77.0000","77.0000","77.0000"
"2017/10/18","77.0000","0.0000","77.0000","77.0000","77.0000"
"2017/10/17","77.0000","0.0000","77.0000","77.0000","77.0000"
"2017/10/16","77.0000","0.0000","77.0000","77.0000","77.0000"
"2017/10/13","77.0000","265.0000","77.0000","77.0000","77.0000"
"2017/10/12","76.6000","0.0000","76.6000","76.6000","76.6000"
"2017/10/11","76.6000","1481.0000","76.6000","76.6000","76.6000"
"2017/10/10","67.5000","0.0000","67.5000","67.5000","67.5000"
"2017/10/09","67.5000","0.0000","67.5000","67.5000","67.5000"
"2017/10/06","67.5000","195.0000","67.5000","67.5000","67.5000"
"2017/10/05","68.0000","0.0000","68.0000","68.0000","68.0000"
"2017/10/04","68.0000","0.0000","68.0000","68.0000","68.0000"
"2017/10/03","68.0000","0.0000","68.0000","68.0000","68.0000"
"2017/10/02","68.0000","0.0000","68.0000","68.0000","68.0000"
"2017/09/29","68.0000","0.0000","68.0000","68.0000","68.0000"
"2017/09/28","68.0000","228.0000","68.0000","68.0000","68.0000"
"2017/09/27","72.3500","0.0000","72.3500","72.3500","72.3500"
"2017/09/26","72.3500","0.0000","72.3500","72.3500","72.3500"
"2017/09/25","72.3500","0.0000","72.3500","72.3500","72.3500"
"2017/09/22","72.3500","0.0000","72.3500","72.3500","72.3500"
"2017/09/21","72.3500","0.0000","72.3500","72.3500","72.3500"
"2017/09/20","72.3500","0.0000","72.3500","72.3500","72.3500"
"2017/09/19","72.3500","125.0000","72.3500","72.3500","72.3500"
"2017/09/18","67.9000","0.0000","67.9000","67.9000","67.9000"
"2017/09/15","67.9000","0.0000","67.9000","67.9000","67.9000"
"2017/09/14","67.9000","0.0000","67.9000","67.9000","67.9000"
"2017/09/13","67.9000","0.0000","67.9000","67.9000","67.9000"
"2017/09/12","67.9000","0.0000","67.9000","67.9000","67.9000"
"2017/09/11","67.9000","0.0000","67.9000","67.9000","67.9000"
"2017/09/08","67.9000","0.0000","67.9000","67.9000","67.9000"
"2017/09/07","67.9000","0.0000","67.9000","67.9000","67.9000"
"2017/09/06","67.9000","278.0000","67.9000","67.9000","67.9000"
"2017/09/05","66.1500","0.0000","66.1500","66.1500","66.1500"
"2017/09/01","66.1500","0.0000","66.1500","66.1500","66.1500"
"2017/08/31","66.1500","407.0000","66.8000","66.8000","66.1500"
"2017/08/30","64.1800","265.0000","64.1800","64.1800","64.1800"
"2017/08/29","64.2000","0.0000","64.2000","64.2000","64.2000"
"2017/08/28","64.2000","0.0000","64.2000","64.2000","64.2000"
"2017/08/25","64.2000","200.0000","64.2000","64.2000","64.2000"
"2017/08/24","42.0000","835.0000","42.0000","42.0000","42.0000"
"2017/08/23","64.7500","0.0000","64.7500","64.7500","64.7500"
"2017/08/22","64.7500","124.0000","64.7500","64.7500","64.7500"
"2017/08/21","64.7000","120.0000","64.7000","64.7000","64.7000"
"2017/08/18","63.0000","887.0000","63.0000","63.0000","63.0000"
"2017/08/17","61.8000","0.0000","61.8000","61.8000","61.8000"
"2017/08/16","61.8000","0.0000","61.8000","61.8000","61.8000"
"2017/08/15","61.8000","0.0000","61.8000","61.8000","61.8000"
"2017/08/14","61.8000","0.0000","61.8000","61.8000","61.8000"
"2017/08/11","61.8000","100.0000","61.8000","61.8000","61.8000"
"2017/08/10","63.3500","1790.0000","62.9000","63.3500","62.9000"
"2017/08/09","63.8500","192.0000","63.8500","63.8500","63.8500"
"2017/08/08","64.1723","120.0000","64.1723","64.1723","64.1723"
"2017/08/07","63.8000","0.0000","63.8000","63.8000","63.8000"
"2017/08/04","63.8000","0.0000","63.8000","63.8000","63.8000"
"2017/08/03","63.8000","210.0000","63.7000","63.8000","63.7000"
"2017/08/02","62.9600","110.0000","62.9600","62.9600","62.9600"
"2017/08/01","62.8500","0.0000","62.8500","62.8500","62.8500"
"2017/07/31","62.8500","385.0000","63.5100","63.5100","62.8500"
"2017/07/28","63.9200","0.0000","63.9200","63.9200","63.9200"
"2017/07/27","63.9200","360.0000","63.9200","63.9200","63.9200"
"2017/07/26","62.8000","0.0000","62.8000","62.8000","62.8000"
"2017/07/25","62.8000","150.0000","62.8000","62.8000","62.8000"
"2017/07/24","62.0300","0.0000","62.0300","62.0300","62.0300"
"2017/07/21","62.0300","0.0000","62.0300","62.0300","62.0300"
"2017/07/20","62.0300","312.0000","62.0300","62.0300","62.0300"
"2017/07/19","62.0000","370.0000","60.9000","62.0000","60.9000"
"2017/07/18","56.3200","0.0000","56.3200","56.3200","56.3200"
"2017/07/17","56.3200","150.0000","56.3200","56.3200","56.3200"
"2017/07/14","55.6000","0.0000","55.6000","55.6000","55.6000"
"2017/07/13","55.6000","0.0000","55.6000","55.6000","55.6000"
"2017/07/12","55.6000","0.0000","55.6000","55.6000","55.6000"
"2017/07/11","55.6000","427.0000","55.6000","55.6000","55.6000"
"2017/07/10","55.6000","0.0000","55.6000","55.6000","55.6000"
"2017/07/07","55.6000","0.0000","55.6000","55.6000","55.6000"
"2017/07/06","55.6000","0.0000","55.6000","55.6000","55.6000"
"2017/07/05","55.6000","0.0000","55.6000","55.6000","55.6000"
"2017/07/03","55.6000","0.0000","55.6000","55.6000","55.6000"
"2017/06/30","55.6000","0.0000","55.6000","55.6000","55.6000"
"2017/06/29","55.6000","1155.0000","55.6000","55.6000","55.6000"
"2017/06/28","55.2500","0.0000","55.2500","55.2500","55.2500"
"2017/06/27","55.2500","1050.0000","55.2500","55.2500","55.2500"
"2017/06/26","58.1000","0.0000","58.1000","58.1000","58.1000"
"2017/06/23","58.1000","202.0000","58.1000","58.1000","58.1000"
"2017/06/22","56.7000","170.0000","56.7000","56.7000","56.7000"
"2017/06/21","56.3500","0.0000","56.3500","56.3500","56.3500"
"2017/06/20","56.3500","287.0000","56.3500","56.3500","56.3500"
"2017/06/19","54.7500","0.0000","54.7500","54.7500","54.7500"
"2017/06/16","54.7500","0.0000","54.7500","54.7500","54.7500"
"2017/06/15","54.7500","200.0000","54.7500","54.7500","54.7500"
"2017/06/14","56.1000","109.0000","56.1000","56.1000","56.1000"
"2017/06/13","53.0000","0.0000","53.0000","53.0000","53.0000"
"2017/06/12","53.0000","2300.0000","53.5500","53.5500","53.0000"
"2017/06/09","56.5000","0.0000","56.5000","56.5000","56.5000"
"2017/06/08","56.5000","1175.0000","56.5000","56.5000","56.5000"
"2017/06/07","57.1200","260.0000","57.1200","57.1200","57.1200"
"2017/06/06","54.0000","0.0000","54.0000","54.0000","54.0000"
"2017/06/05","54.0000","0.0000","54.0000","54.0000","54.0000"
"2017/06/02","54.0000","0.0000","54.0000","54.0000","54.0000"
"2017/06/01","54.0000","0.0000","54.0000","54.0000","54.0000"
"2017/05/31","54.0000","0.0000","54.0000","54.0000","54.0000"
"2017/05/30","54.0000","0.0000","54.0000","54.0000","54.0000"
"2017/05/26","54.0000","0.0000","54.0000","54.0000","54.0000"
"2017/05/25","54.0000","0.0000","54.0000","54.0000","54.0000"
"2017/05/24","54.0000","0.0000","54.0000","54.0000","54.0000"
"2017/05/23","54.0000","27550.0000","54.5000","54.5000","54.0000"
"2017/05/22","54.0000","110.0000","54.0000","54.0000","54.0000"
